Time [s],Packet ID,MOSI,MISO
0.0021533,206,0x39,0x3A
0.0021553,206,0x3A,0x3B
0.0021617,207,0x3C,0x3D
0.0021637,207,0x3D,0x3E
0.0021657,207,0x3E,0x3F
0.0021721,208,0x40,0x41
0.0021741,208,0x41,0x42
0.0021761,208,0x42,0x43
0.0021825,209,0x44,0x45
0.0021845,209,0x45,0x46
0.0021865,209,0x46,0x47
0.0021929,210,0x48,0x49
0.0021949,210,0x49,0x4A
0.0021969,210,0x4A,0x4B
0.0022033,211,0x4C,0x4D
0.0022053,211,0x4D,0x4E
0.0022073,211,0x4E,0x4F
0.0022137,212,0x50,0x51
0.0022157,212,0x51,0x52
0.0022177,212,0x52,0x53
0.0022241,213,0x54,0x55
0.0022261,213,0x55,0x56
0.0022281,213,0x56,0x57
0.0022345,214,0x58,0x59
0.0022365,214,0x59,0x5A
0.0022385,214,0x5A,0x5B
0.0022449,215,0x5C,0x5D
0.0022469,215,0x5D,0x5E
0.0022489,215,0x5E,0x5F
0.0022553,216,0x60,0x61
0.0022573,216,0x61,0x62
0.0022593,216,0x62,0x63
0.0022657,217,0x64,0x65
0.0022677,217,0x65,0x66
0.0022697,217,0x66,0x67
0.0022761,218,0x68,0x69
0.0022781,218,0x69,0x6A
0.0022801,218,0x6A,0x6B
0.0022865,219,0x6C,0x6D
0.0022885,219,0x6D,0x6E
0.0022905,219,0x6E,0x6F
0.0022969,220,0x70,0x71
0.0022989,220,0x71,0x72
0.0023009,220,0x72,0x73
0.0023073,221,0x74,0x75
0.0023093,221,0x75,0x76
0.0023113,221,0x76,0x77
0.0023177,222,0x78,0x79
0.0023197,222,0x79,0x7A
0.0023217,222,0x7A,0x7B
0.0023281,223,0x7C,0x7D
0.0023301,223,0x7D,0x7E
0.0023321,223,0x7E,0x7F
0.0023385,224,0x80,0x81
0.0023405,224,0x81,0x82
0.0023425,224,0x82,0x83
0.0023489,225,0x84,0x85
0.0023509,225,0x85,0x86
0.0023529,225,0x86,0x87
0.0023593,226,0x88,0x89
0.0023613,226,0x89,0x8A
0.0023633,226,0x8A,0x8B
0.0023697,227,0x8C,0x8D
0.0023717,227,0x8D,0x8E
0.0023737,227,0x8E,0x8F
0.0023801,228,0x90,0x91
0.0023821,228,0x91,0x92
0.0023841,228,0x92,0x93
0.0023905,229,0x94,0x95
0.0023925,229,0x95,0x96
0.0023945,229,0x96,0x97
0.0024009,230,0x98,0x99
0.0024029,230,0x99,0x9A
0.0024049,230,0x9A,0x9B
0.0024113,231,0x9C,0x9D
0.0024133,231,0x9D,0x9E
0.0024153,231,0x9E,0x9F
0.0024217,232,0xA0,0xA1
0.0024237,232,0xA1,0xA2
0.0024257,232,0xA2,0xA3
0.0024321,233,0xA4,0xA5
0.0024341,233,0xA5,0xA6
0.0024361,233,0xA6,0xA7
0.0024425,234,0xA8,0xA9
0.0024445,234,0xA9,0xAA
0.0024465,234,0xAA,0xAB
0.0024529,235,0xAC,0xAD
0.0024549,235,0xAD,0xAE
0.0024569,235,0xAE,0xAF
0.0024633,236,0xB0,0xB1
0.0024653,236,0xB1,0xB2
0.0024673,236,0xB2,0xB3
0.0024737,237,0xB4,0xB5
0.0024757,237,0xB5,0xB6
0.0024777,237,0xB6,0xB7
0.0024841,238,0xB8,0xB9
0.0024861,238,0xB9,0xBA
0.0024881,238,0xBA,0xBB
0.0024945,239,0xBC,0xBD
0.0024965,239,0xBD,0xBE
0.0024985,239,0xBE,0xBF
0.0025049,240,0xC0,0xC1
0.0025069,240,0xC1,0xC2
0.0025089,240,0xC2,0xC3
0.0025153,241,0xC4,0xC5
0.0025173,241,0xC5,0xC6
0.0025193,241,0xC6,0xC7
0.0025257,242,0xC8,0xC9
0.0025277,242,0xC9,0xCA
0.0025297,242,0xCA,0xCB
0.0025361,243,0xCC,0xCD
0.0025381,243,0xCD,0xCE
0.0025401,243,0xCE,0xCF
0.0025465,244,0xD0,0xD1
0.0025485,244,0xD1,0xD2
0.0025505,244,0xD2,0xD3
0.0025569,245,0xD4,0xD5
0.0025589,245,0xD5,0xD6
0.0025609,245,0xD6,0xD7
0.0025673,246,0xD8,0xD9
0.0025693,246,0xD9,0xDA
0.0025713,246,0xDA,0xDB
0.0025777,247,0xDC,0xDD
0.0025797,247,0xDD,0xDE
0.0025817,247,0xDE,0xDF
0.0025881,248,0xE0,0xE1
0.0025901,248,0xE1,0xE2
0.0025921,248,0xE2,0xE3
0.0025985,249,0xE4,0xE5
0.0026005,249,0xE5,0xE6
0.0026025,249,0xE6,0xE7
0.0026089,250,0xE8,0xE9
0.0026109,250,0xE9,0xEA
0.0026129,250,0xEA,0xEB
0.0026193,251,0xEC,0xED
0.0026213,251,0xED,0xEE
0.0026233,251,0xEE,0xEF
0.0026297,252,0xF0,0xF1
0.0026317,252,0xF1,0xF2
0.0026337,252,0xF2,0xF3
0.0026401,253,0xF4,0xF5
0.0026421,253,0xF5,0xF6
0.0026441,253,0xF6,0xF7
0.0026505,254,0xF8,0xF9
0.0026525,254,0xF9,0xFA
0.0026545,254,0xFA,0xFB
0.0026609,255,0xFC,0xFD
0.0026629,255,0xFD,0xFE
0.0026649,255,0xFE,0xFF
0.0026713,256,0x00,0x01
0.0026733,256,0x01,0x02
0.0026753,256,0x02,0x03
0.0026817,257,0x04,0x05
0.0026837,257,0x05,0x06
0.0026857,257,0x06,0x07
0.0026921,258,0x08,0x09
0.0026941,258,0x09,0x0A
0.0026961,258,0x0A,0x0B
0.0027025,259,0x0C,0x0D
0.0027045,259,0x0D,0x0E
0.0027065,259,0x0E,0x0F
0.0027129,260,0x10,0x11
0.0027149,260,0x11,0x12
0.0027169,260,0x12,0x13
0.0027233,261,0x14,0x15
0.0027253,261,0x15,0x16
0.0027273,261,0x16,0x17
0.0027337,262,0x18,0x19
0.0027357,262,0x19,0x1A
0.0027377,262,0x1A,0x1B
0.0027441,263,0x1C,0x1D
0.0027461,263,0x1D,0x1E
0.0027481,263,0x1E,0x1F
0.0027545,264,0x20,0x21
0.0027565,264,0x21,0x22
0.0027585,264,0x22,0x23
0.0027649,265,0x24,0x25
0.0027669,265,0x25,0x26
0.0027689,265,0x26,0x27
0.0027753,266,0x28,0x29
0.0027773,266,0x29,0x2A
0.0027793,266,0x2A,0x2B
0.0027857,267,0x2C,0x2D
0.0027877,267,0x2D,0x2E
0.0027897,267,0x2E,0x2F
0.0027961,268,0x30,0x31
0.0027981,268,0x31,0x32
0.0028001,268,0x32,0x33
0.0028065,269,0x34,0x35
0.0028085,269,0x35,0x36
0.0028105,269,0x36,0x37
0.0028169,270,0x38,0x39
0.0028189,270,0x39,0x3A
0.0028209,270,0x3A,0x3B
0.0028273,271,0x3C,0x3D
0.0028293,271,0x3D,0x3E
0.0028313,271,0x3E,0x3F
0.0028377,272,0x40,0x41
0.0028397,272,0x41,0x42
0.0028417,272,0x42,0x43
0.0028481,273,0x44,0x45
0.0028501,273,0x45,0x46
0.0028521,273,0x46,0x47
0.0028585,274,0x48,0x49
0.0028605,274,0x49,0x4A
0.0028625,274,0x4A,0x4B
0.0028689,275,0x4C,0x4D
0.0028709,275,0x4D,0x4E
0.0028729,275,0x4E,0x4F
0.0028793,276,0x50,0x51
0.0028813,276,0x51,0x52
0.0028833,276,0x52,0x53
0.0028897,277,0x54,0x55
0.0028917,277,0x55,0x56
0.0028937,277,0x56,0x57
0.0029001,278,0x58,0x59
0.0029021,278,0x59,0x5A
0.0029041,278,0x5A,0x5B
0.0029105,279,0x5C,0x5D
0.0029125,279,0x5D,0x5E
0.0029145,279,0x5E,0x5F
0.0029209,280,0x60,0x61
0.0029229,280,0x61,0x62
0.0029249,280,0x62,0x63
0.0029313,281,0x64,0x65
0.0029333,281,0x65,0x66
0.0029353,281,0x66,0x67
0.0029417,282,0x68,0x69
0.0029437,282,0x69,0x6A
0.0029457,282,0x6A,0x6B
0.0029521,283,0x6C,0x6D
0.0029541,283,0x6D,0x6E
0.0029561,283,0x6E,0x6F
0.0029625,284,0x70,0x71
0.0029645,284,0x71,0x72
0.0029665,284,0x72,0x73
0.0029729,285,0x74,0x75
0.0029749,285,0x75,0x76
0.0029769,285,0x76,0x77
0.0029833,286,0x78,0x79
0.0029853,286,0x79,0x7A
0.0029873,286,0x7A,0x7B
0.0029937,287,0x7C,0x7D
0.0029957,287,0x7D,0x7E
0.0029977,287,0x7E,0x7F
0.0030041,288,0x80,0x81
0.0030061,288,0x81,0x82
0.0030081,288,0x82,0x83
0.0030145,289,0x84,0x85
0.0030165,289,0x85,0x86
0.0030185,289,0x86,0x87
0.0030249,290,0x88,0x89
0.0030269,290,0x89,0x8A
0.0030289,290,0x8A,0x8B
0.0030353,291,0x8C,0x8D
0.0030373,291,0x8D,0x8E
0.0030393,291,0x8E,0x8F
0.0030457,292,0x90,0x91
0.0030477,292,0x91,0x92
0.0030497,292,0x92,0x93
0.0030561,293,0x94,0x95
0.0030581,293,0x95,0x96
0.0030601,293,0x96,0x97
0.0030665,294,0x98,0x99
0.0030685,294,0x99,0x9A
0.0030705,294,0x9A,0x9B
0.0030769,295,0x9C,0x9D
0.0030789,295,0x9D,0x9E
0.0030809,295,0x9E,0x9F
0.0030873,296,0xA0,0xA1
0.0030893,296,0xA1,0xA2
0.0030913,296,0xA2,0xA3
0.0030977,297,0xA4,0xA5
0.0030997,297,0xA5,0xA6
0.0031017,297,0xA6,0xA7
0.0031081,298,0xA8,0xA9
0.0031101,298,0xA9,0xAA
0.0031121,298,0xAA,0xAB
0.0031185,299,0xAC,0xAD
0.0031205,299,0xAD,0xAE
0.0031225,299,0xAE,0xAF
0.0031289,300,0xB0,0xB1
0.0031309,300,0xB1,0xB2
0.0031329,300,0xB2,0xB3
0.0031393,301,0xB4,0xB5
0.0031413,301,0xB5,0xB6
0.0031433,301,0xB6,0xB7
0.0031497,302,0xB8,0xB9
0.0031517,302,0xB9,0xBA
0.0031537,302,0xBA,0xBB
0.0031601,303,0xBC,0xBD
0.0031621,303,0xBD,0xBE
0.0031641,303,0xBE,0xBF
0.0031705,304,0xC0,0xC1
0.0031725,304,0xC1,0xC2
0.0031745,304,0xC2,0xC3
0.0031809,305,0xC4,0xC5
0.0031829,305,0xC5,0xC6
0.0031849,305,0xC6,0xC7
0.0031913,306,0xC8,0xC9
0.0031933,306,0xC9,0xCA
0.0031953,306,0xCA,0xCB
0.0032017,307,0xCC,0xCD
0.0032037,307,0xCD,0xCE
0.0032057,307,0xCE,0xCF
0.0032121,308,0xD0,0xD1
0.0032141,308,0xD1,0xD2
0.0032161,308,0xD2,0xD3
0.0032225,309,0xD4,0xD5
0.0032245,309,0xD5,0xD6
0.0032265,309,0xD6,0xD7
0.0032329,310,0xD8,0xD9
0.0032349,310,0xD9,0xDA
0.0032369,310,0xDA,0xDB
0.0032433,311,0xDC,0xDD
0.0032453,311,0xDD,0xDE
0.0032473,311,0xDE,0xDF
0.0032537,312,0xE0,0xE1
0.0032557,312,0xE1,0xE2
0.0032577,312,0xE2,0xE3
0.0032641,313,0xE4,0xE5
0.0032661,313,0xE5,0xE6
0.0032681,313,0xE6,0xE7
0.0032745,314,0xE8,0xE9
0.0032765,314,0xE9,0xEA
0.0032785,314,0xEA,0xEB
0.0032849,315,0xEC,0xED
0.0032869,315,0xED,0xEE
0.0032889,315,0xEE,0xEF
0.0032953,316,0xF0,0xF1
0.0032973,316,0xF1,0xF2
0.0032993,316,0xF2,0xF3
0.0033057,317,0xF4,0xF5
0.0033077,317,0xF5,0xF6
0.0033097,317,0xF6,0xF7
0.0033161,318,0xF8,0xF9
0.0033181,318,0xF9,0xFA
0.0033201,318,0xFA,0xFB
0.0033265,319,0xFC,0xFD
0.0033285,319,0xFD,0xFE
0.0033305,319,0xFE,0xFF
0.0033369,320,0x00,0x01
0.0033389,320,0x01,0x02
0.0033409,320,0x02,0x03
0.0033473,321,0x04,0x05
0.0033493,321,0x05,0x06
0.0033513,321,0x06,0x07
0.0033577,322,0x08,0x09
0.0033597,322,0x09,0x0A
0.0033617,322,0x0A,0x0B
0.0033681,323,0x0C,0x0D
0.0033701,323,0x0D,0x0E
0.0033721,323,0x0E,0x0F
0.0033785,324,0x10,0x11
0.0033805,324,0x11,0x12
0.0033825,324,0x12,0x13
0.0033889,325,0x14,0x15
0.0033909,325,0x15,0x16
0.0033929,325,0x16,0x17
0.0033993,326,0x18,0x19
0.0034013,326,0x19,0x1A
0.0034033,326,0x1A,0x1B
0.0034097,327,0x1C,0x1D
0.0034117,327,0x1D,0x1E
0.0034137,327,0x1E,0x1F
0.0034201,328,0x20,0x21
0.0034221,328,0x21,0x22
0.0034241,328,0x22,0x23
0.0034305,329,0x24,0x25
0.0034325,329,0x25,0x26
0.0034345,329,0x26,0x27
0.0034409,330,0x28,0x29
0.0034429,330,0x29,0x2A
0.0034449,330,0x2A,0x2B
0.0034513,331,0x2C,0x2D
0.0034533,331,0x2D,0x2E
0.0034553,331,0x2E,0x2F
0.0034617,332,0x30,0x31
0.0034637,332,0x31,0x32
0.0034657,332,0x32,0x33
0.0034721,333,0x34,0x35
0.0034741,333,0x35,0x36
0.0034761,333,0x36,0x37
0.0034825,334,0x38,0x39
0.0034845,334,0x39,0x3A
0.0034865,334,0x3A,0x3B
0.0034929,335,0x3C,0x3D
0.0034949,335,0x3D,0x3E
0.0034969,335,0x3E,0x3F
0.0035033,336,0x40,0x41
0.0035053,336,0x41,0x42
0.0035073,336,0x42,0x43
0.0035137,337,0x44,0x45
0.0035157,337,0x45,0x46
0.0035177,337,0x46,0x47
0.0035241,338,0x48,0x49
0.0035261,338,0x49,0x4A
0.0035281,338,0x4A,0x4B
0.0035345,339,0x4C,0x4D
0.0035365,339,0x4D,0x4E
0.0035385,339,0x4E,0x4F
0.0035449,340,0x50,0x51
0.0035469,340,0x51,0x52
0.0035489,340,0x52,0x53
0.0035553,341,0x54,0x55
0.0035573,341,0x55,0x56
0.0035593,341,0x56,0x57
0.0035657,342,0x58,0x59
0.0035677,342,0x59,0x5A
0.0035697,342,0x5A,0x5B
0.0035761,343,0x5C,0x5D
0.0035781,343,0x5D,0x5E
0.0035801,343,0x5E,0x5F
0.0035865,344,0x60,0x61
0.0035885,344,0x61,0x62
0.0035905,344,0x62,0x63
0.0035969,345,0x64,0x65
0.0035989,345,0x65,0x66
0.0036009,345,0x66,0x67
0.0036073,346,0x68,0x69
0.0036093,346,0x69,0x6A
0.0036113,346,0x6A,0x6B
0.0036177,347,0x6C,0x6D
0.0036197,347,0x6D,0x6E
0.0036217,347,0x6E,0x6F
0.0036281,348,0x70,0x71
0.0036301,348,0x71,0x72
0.0036321,348,0x72,0x73
0.0036385,349,0x74,0x75
0.0036405,349,0x75,0x76
0.0036425,349,0x76,0x77
0.0036489,350,0x78,0x79
0.0036509,350,0x79,0x7A
0.0036529,350,0x7A,0x7B
0.0036593,351,0x7C,0x7D
0.0036613,351,0x7D,0x7E
0.0036633,351,0x7E,0x7F
0.0036697,352,0x80,0x81
0.0036717,352,0x81,0x82
0.0036737,352,0x82,0x83
0.0036801,353,0x84,0x85
0.0036821,353,0x85,0x86
0.0036841,353,0x86,0x87
0.0036905,354,0x88,0x89
0.0036925,354,0x89,0x8A
0.0036945,354,0x8A,0x8B
0.0037009,355,0x8C,0x8D
0.0037029,355,0x8D,0x8E
0.0037049,355,0x8E,0x8F
0.0037113,356,0x90,0x91
0.0037133,356,0x91,0x92
0.0037153,356,0x92,0x93
0.0037217,357,0x94,0x95
0.0037237,357,0x95,0x96
0.0037257,357,0x96,0x97
0.0037321,358,0x98,0x99
0.0037341,358,0x99,0x9A
0.0037361,358,0x9A,0x9B
0.0037425,359,0x9C,0x9D
0.0037445,359,0x9D,0x9E
0.0037465,359,0x9E,0x9F
0.0037529,360,0xA0,0xA1
0.0037549,360,0xA1,0xA2
0.0037569,360,0xA2,0xA3
0.0037633,361,0xA4,0xA5
0.0037653,361,0xA5,0xA6
0.0037673,361,0xA6,0xA7
0.0037737,362,0xA8,0xA9
0.0037757,362,0xA9,0xAA
0.0037777,362,0xAA,0xAB
0.0037841,363,0xAC,0xAD
0.0037861,363,0xAD,0xAE
0.0037881,363,0xAE,0xAF
0.0037945,364,0xB0,0xB1
0.0037965,364,0xB1,0xB2
0.0037985,364,0xB2,0xB3
0.0038049,365,0xB4,0xB5
0.0038069,365,0xB5,0xB6
0.0038089,365,0xB6,0xB7
0.0038153,366,0xB8,0xB9
0.0038173,366,0xB9,0xBA
0.0038193,366,0xBA,0xBB
0.0038257,367,0xBC,0xBD
0.0038277,367,0xBD,0xBE
0.0038297,367,0xBE,0xBF
0.0038361,368,0xC0,0xC1
0.0038381,368,0xC1,0xC2
0.0038401,368,0xC2,0xC3
0.0038465,369,0xC4,0xC5
0.0038485,369,0xC5,0xC6
0.0038505,369,0xC6,0xC7
0.0038569,370,0xC8,0xC9
0.0038589,370,0xC9,0xCA
0.0038609,370,0xCA,0xCB
0.0038673,371,0xCC,0xCD
0.0038693,371,0xCD,0xCE
0.0038713,371,0xCE,0xCF
0.0038777,372,0xD0,0xD1
0.0038797,372,0xD1,0xD2
0.0038817,372,0xD2,0xD3
0.0038881,373,0xD4,0xD5
0.0038901,373,0xD5,0xD6
0.0038921,373,0xD6,0xD7
0.0038985,374,0xD8,0xD9
0.0039005,374,0xD9,0xDA
0.0039025,374,0xDA,0xDB
0.0039089,375,0xDC,0xDD
0.0039109,375,0xDD,0xDE
0.0039129,375,0xDE,0xDF
0.0039193,376,0xE0,0xE1
0.0039213,376,0xE1,0xE2
0.0039233,376,0xE2,0xE3
0.0039297,377,0xE4,0xE5
0.0039317,377,0xE5,0xE6
0.0039337,377,0xE6,0xE7
0.0039401,378,0xE8,0xE9
0.0039421,378,0xE9,0xEA
0.0039441,378,0xEA,0xEB
0.0039505,379,0xEC,0xED
0.0039525,379,0xED,0xEE
0.0039545,379,0xEE,0xEF
0.0039609,380,0xF0,0xF1
0.0039629,380,0xF1,0xF2
0.0039649,380,0xF2,0xF3
0.0039713,381,0xF4,0xF5
0.0039733,381,0xF5,0xF6
0.0039753,381,0xF6,0xF7
0.0039817,382,0xF8,0xF9
0.0039837,382,0xF9,0xFA
0.0039857,382,0xFA,0xFB
0.0039921,383,0xFC,0xFD
0.0039941,383,0xFD,0xFE
0.0039961,383,0xFE,0xFF
0.0040025,384,0x00,0x01
0.0040045,384,0x01,0x02
0.0040065,384,0x02,0x03
0.0040129,385,0x04,0x05
0.0040149,385,0x05,0x06
0.0040169,385,0x06,0x07
0.0040233,386,0x08,0x09
0.0040253,386,0x09,0x0A
0.0040273,386,0x0A,0x0B
0.0040337,387,0x0C,0x0D
0.0040357,387,0x0D,0x0E
0.0040377,387,0x0E,0x0F
0.0040441,388,0x10,0x11
0.0040461,388,0x11,0x12
0.0040481,388,0x12,0x13
0.0040545,389,0x14,0x15
0.0040565,389,0x15,0x16
0.0040585,389,0x16,0x17
0.0040649,390,0x18,0x19
0.0040669,390,0x19,0x1A
0.0040689,390,0x1A,0x1B
0.0040753,391,0x1C,0x1D
0.0040773,391,0x1D,0x1E
0.0040793,391,0x1E,0x1F
0.0040857,392,0x20,0x21
0.0040877,392,0x21,0x22
0.0040897,392,0x22,0x23
0.0040961,393,0x24,0x25
0.0040981,393,0x25,0x26
0.0041001,393,0x26,0x27
0.0041065,394,0x28,0x29
0.0041085,394,0x29,0x2A
0.0041105,394,0x2A,0x2B
0.0041169,395,0x2C,0x2D
0.0041189,395,0x2D,0x2E
0.0041209,395,0x2E,0x2F
0.0041273,396,0x30,0x31
0.0041293,396,0x31,0x32
0.0041313,396,0x32,0x33
0.0041377,397,0x34,0x35
0.0041397,397,0x35,0x36
0.0041417,397,0x36,0x37
0.0041481,398,0x38,0x39
0.0041501,398,0x39,0x3A
0.0041521,398,0x3A,0x3B
0.0041585,399,0x3C,0x3D
0.0041605,399,0x3D,0x3E
0.0041625,399,0x3E,0x3F
0.0041689,400,0x40,0x41
0.0041709,400,0x41,0x42
0.0041729,400,0x42,0x43
0.0041793,401,0x44,0x45
0.0041813,401,0x45,0x46
0.0041833,401,0x46,0x47
0.0041897,402,0x48,0x49
0.0041917,402,0x49,0x4A
0.0041937,402,0x4A,0x4B
0.0042001,403,0x4C,0x4D
0.0042021,403,0x4D,0x4E
0.0042041,403,0x4E,0x4F
0.0042105,404,0x50,0x51
0.0042125,404,0x51,0x52
0.0042145,404,0x52,0x53
0.0042209,405,0x54,0x55
0.0042229,405,0x55,0x56
0.0042249,405,0x56,0x57
0.0042313,406,0x58,0x59
0.0042333,406,0x59,0x5A
0.0042353,406,0x5A,0x5B
0.0042417,407,0x5C,0x5D
0.0042437,407,0x5D,0x5E
0.0042457,407,0x5E,0x5F
0.0042521,408,0x60,0x61
0.0042541,408,0x61,0x62
